id_api,animal_name,farm_id_api,farm_name,mean_acc_g,median_acc_g,mean_temp,n_rows,z_acc,z_temp,possible_sick
DW278,Μπέλης,6,BFarm,0.9794714566686451,0.9519460928585073,27.2328125,704,-1.665416977990159,-1.4638661556774466,False
DW283,Μελίτσα,6,BFarm,1.0091391898138822,1.007771100263937,29.23925750394945,1266,0.11235811001436022,-0.008209381252181196,False
DR978,Αμελί,6,BFarm,1.0191830633922152,1.0231586114690774,29.407894736842106,1292,0.7142156279856606,0.11413532792117405,False
DU133,Μορένα,6,BFarm,1.0212628645776551,1.0231586114690774,31.122327790973873,1263,0.8388432399901515,1.3579402090084514,False
