id_api,animal_name,farm_id_api,farm_name,mean_acc_g,median_acc_g,mean_temp,n_rows,z_acc,z_temp,possible_sick
DW279,Μαυρομάτα,4,SFarm,0.9952141814481892,0.9842582527567676,28.869755244755243,572,-1.9535200418294005,-0.07714720795205332,False
DW286,Μουτζουρή,4,SFarm,1.0130556580380028,1.0155353235000237,33.69688524590164,610,-0.11905370282594133,1.8405039234670466,False
DS531,Παρδάλω,4,SFarm,1.0131000219980781,1.0154752184265365,27.744747899159663,476,-0.11449218623770233,-0.5240735614216737,False
DS346,Κόκκινη,4,SFarm,1.0164702759066477,1.0154827317552755,26.476309523809523,840,0.232038400400831,-1.027980082490699,False
DU043,Κουρούτα,4,SFarm,1.020710533128636,1.0154752184265365,26.805689277899344,457,0.6680230064560684,-0.897128943626222,False
DQ174,Μπέλα Σκουλαρικάτη,4,SFarm,1.0267305641429048,1.0307699310218408,30.79031847133758,785,1.2870045240361905,0.6858258720235985,False
